,content,new,polarity,subjectivity,P1,S1,P2,S2,P3,S3,P4,S4
54,Glad to see this judge is waking up.,Me alegra ver que este juez se está despertando.,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0
55,"So the judge who ""El Presidente"" described as incapable of making objective determinations because of his  Mexican heritage has made one and response from the White House is.........nothing.  Another example of how the imposter in the White House is not able to demonstrate fitness for the office.  Admit you were wrong.  Not going to happen.","Entonces, el juez que ""El Presidente"" describió como incapaz de tomar determinaciones objetivas debido a su herencia mexicana ha hecho una y la respuesta de la Casa Blanca es ......... nada. Otro ejemplo de cómo el impostor en la Casa Blanca no puede demostrar aptitud para la oficina. Admite que estabas equivocado. No va a pasar.",-0.125,0.2708333333333333,-0.125,0.2708333333333333,-0.125,0.2708333333333333,-0.125,0.2708333333333333,-0.125,0.2708333333333333
56,"The sanguine view of Judge Curiel's decision would be that he dispassionately rendered an opinion based only on his reading of the law; the more disturbing inference would be he was intimidated by Trump's bullying and caved.<br/>As others have suggested, he ought to have recused himself from this case and all others involving Mr. Trump.<br/>Of course, as time goes on, Mr. Trump may work his way through every judge and be left with only Mr. Gorsuch to sit in judgment of him.","La opinión optimista de la decisión del juez Curiel sería que emitió desapasionadamente una opinión basada únicamente en su lectura de la ley; la inferencia más inquietante sería que fue intimidado por la intimidación de Trump y cedió. <br/> Como han sugerido otros, debería haberse recusado de este caso y de todos los demás que involucran al Sr. Trump. <br/> Por supuesto, como tiempo Continúa, el Sr. Trump puede abrirse camino a través de todos los jueces y quedarse solo con el Sr. Gorsuch para juzgarlo.",0.0,0.6599999999999999,0.0,0.6599999999999999,0.0,0.6599999999999999,0.0,0.6599999999999999,0.0,0.6599999999999999
57,"Thank you for the accurate description of how a narcissist like Trump uses public bullying, intimidation, and lying to generate public support for promoting his own interests. However, I think that Judge Curiel's ability to continue ""to do his job"" and adhere to principal speaks more to his job security as a judge than to anything else.<br/><br/>It's the protection and security of Judge Curiel's lifetime appointment that allows him to thumb his nose politely at Trump. Otherwise, he'd be faced with the same conundrum most people face: Navigating along a rocky road of compromises in one's integrity and dignity by attempting to please a boss or benefactor to maintain one's livelihood. Trump, the Republican Party, the NRA, private businesses for example, all successfully use threats of personal intimidation and job loss to stifle free speech and advance their agendas.<br/><br/>Trump's personality disorder and its influences merely serves to highlight the public benefit of an impartial judiciary that operates independently and without fear from personal threats or acts of retaliation.","Gracias por la descripción precisa de cómo un narcisista como Trump usa el acoso público, la intimidación y la mentira para generar apoyo público para promover sus propios intereses. Sin embargo, creo que la capacidad del juez Curiel para continuar ""haciendo su trabajo"" y adherirse al director habla más de la seguridad de su trabajo como juez que de cualquier otra cosa. <br/> <br/> Es la protección y la seguridad del juez Curiel. nombramiento de por vida que le permite burlarse cortésmente de Trump. De lo contrario, se enfrentaría al mismo acertijo que la mayoría de la gente enfrenta: navegar por un camino rocoso de compromisos en la integridad y dignidad de uno al intentar complacer a un jefe o benefactor para mantener el sustento de uno. Trump, el Partido Republicano, la NRA, las empresas privadas, por ejemplo, todos utilizan con éxito amenazas de intimidación personal y pérdida de empleo para reprimir la libertad de expresión y promover sus agendas. <br/> <br/> El trastorno de personalidad de Trump y sus influencias simplemente sirven para destacar el beneficio público de un poder judicial imparcial que opera de forma independiente y sin temor a amenazas personales o actos de represalia.",0.17666666666666667,0.4205555555555555,0.17666666666666667,0.4205555555555555,0.17666666666666667,0.4205555555555555,0.17666666666666667,0.4205555555555555,0.17666666666666667,0.4205555555555555
58,"""In Mr. Trump’s world, nothing is sacred and everything is transactional.""<br/><br/>Yes, but even in the domain of transactions he's no great shakes.  Tony Schwartz's mythological creation notwithstanding, Trump has careened through a roller-coaster career with most of his time spent dragging stakeholders through the mud. Even now...","""En el mundo del Sr. Trump, nada es sagrado y todo es transaccional"". <br/> <br/> Sí, pero incluso en el ámbito de las transacciones no es un gran problema. A pesar de la creación mitológica de Tony Schwartz, Trump ha atravesado una carrera vertiginosa y ha pasado la mayor parte del tiempo arrastrando a las partes interesadas por el barro. Incluso ahora...",-9.25185853854297e-18,0.45,-9.25185853854297e-18,0.45,-9.25185853854297e-18,0.45,-9.25185853854297e-18,0.45,-9.25185853854297e-18,0.45
59,Things are calm today because Kelly gave Trump a bowl of ice cream at lunch. The screaming tantrums may return by dinner.,Las cosas están tranquilas hoy porque Kelly le dio a Trump un tazón de helado en el almuerzo. Los berrinches de gritos pueden regresar a la hora de la cena.,0.30000000000000004,0.75,0.30000000000000004,0.75,0.30000000000000004,0.75,0.30000000000000004,0.75,0.30000000000000004,0.75
60,"Not surprised at all by Trumps behaviors. <br/><br/>Trump would call the guy who mugs him and sticks a knife in his belly, ""a good, great guy"" - IF the guy asked for an autograph on a copy of ""The Art of The Deal."" <br/><br/>""Hey he's a fan...! Great guy...although a little erratic with sharp instruments...""","No me sorprende en absoluto el comportamiento de Trump. <br/> <br/> Trump llamaría al tipo que lo atraca y le clava un cuchillo en la barriga, ""un buen, gran tipo"", SI el tipo pidiera un autógrafo en una copia de ""El arte del trato"". "" <br/> <br/> ""¡Oye, es un fan ...! Gran tipo ... aunque un poco errático con instrumentos afilados ...""",0.35625,0.7083333333333334,0.35625,0.7083333333333334,0.35625,0.7083333333333334,0.35625,0.7083333333333334,0.35625,0.7083333333333334
61,"When will our media learn Donald Trump's secret of success - exaggeration and ""White Lies?""  Every Southerner and slick Yankee salesman learns how to exaggerate or embroider a story to keep enemies at bay, rivals off balance, and customers salivating.<br/><br/>Donald Trump's florid tastes and personality make hyperbole and falsehoods particularly useful for him and in business and politics. It's the Art of the Deal: you can use a good story to woe potential investors and buyers/fool attorneys and enthuse voters. A little crazy can empower negotiations or cover up bumbling ignorance.<br/>Ivanka understands this and plays along. Jared sort of gets it. The media seem clueless.<br/><br/>Good 'Ol Boy Jeff Sessions understood Trump's act until Jeff faced a prison term for lying to the FBI. Hope Hicks, educated at SMU, recognized Donald Trump's ""White Lies"", ""poetic license"", i.e. ""Southern hyperbole"" to promote his agenda and throw off the FBI/media.<br/><br/>Prior to modern communications systems, TV, and the internet, the South was boring. So, raconteurs learned to weave tall tales known to be exaggerated or even false, for entertainment or ulterior reasons. Trump is an adept raconteur (Shakespeare would hint skillful fool) for ulterior motives. Orange Man is a superb, entertaining bloviator, beloved by his voters and other wits. The crazier, the more Trump's voters love him. Thus far, it's kept Mueller and the whole FBI at bay. It's kept Kim Jong Un guessing. It may even keep Trump from impeachment.","¿Cuándo conocerán nuestros medios el secreto del éxito de Donald Trump: la exageración y las ""mentiras piadosas""? Todo sureño y hábil vendedor yanqui aprende cómo exagerar o bordar una historia para mantener a raya a los enemigos, a los rivales fuera de balance y a los clientes salivando. <br/> <br/> Los gustos floridos y la personalidad de Donald Trump hacen que la hipérbole y las falsedades sean particularmente útiles para él. y en negocios y política. Es el arte del trato: puede usar una buena historia para afligir a los posibles inversores y compradores / engañar a los abogados y entusiasmar a los votantes. Un poco de locura puede potenciar las negociaciones o encubrir la torpe ignorancia. <br/> Ivanka entiende esto y sigue el juego. Jared lo entiende. Los medios de comunicación parecen no tener ni idea. <br/> <br/> Buen 'Ol Boy Jeff Sessions entendió el acto de Trump hasta que Jeff enfrentó una pena de prisión por mentir al FBI. Hope Hicks, educada en SMU, reconoció las ""Mentiras blancas"", la ""licencia poética"" de Donald Trump, es decir, la ""hipérbole sureña"" para promover su agenda y deshacerse del FBI / los medios de comunicación. <br/> <br/> Antes de los sistemas de comunicación modernos , Televisión e Internet, el sur era aburrido. Entonces, los narradores aprendieron a tejer cuentos famosos que se sabe que son exagerados o incluso falsos, por entretenimiento o por razones ocultas. Trump es un narrador experto (Shakespeare insinuaría un tonto hábil) por motivos ocultos. Orange Man es un excelente y entretenido bloviator, amado por sus votantes y otros ingenios. Cuanto más loco, más lo aman los votantes de Trump. Hasta ahora, ha mantenido a raya a Mueller y a todo el FBI. Ha mantenido a Kim Jong Un adivinando. Incluso puede evitar que Trump sea procesado.",0.1005,0.568,0.1005,0.568,0.1005,0.568,0.1005,0.568,0.1005,0.568
62,kudos to Curiel,felicitaciones a Curiel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"Having worked in the federal courts in various ways for 30 years now, I have to say that Donald Trump was right to criticize Gonzalo Curiel almost two years ago.<br/><br/>The claims the plaintiffs made in the fraud case against Donald Trump (as opposed to the other defendants) were based on ""sales puffery"" and were too weak to withstand a motion to dismiss. Donald Trump had the only deep pockets, so if he were dismissed the plaintiffs would have gotten nothing. That's why Gonzalo Curiel would not dismiss the case. <br/><br/>Had the case gone to trial and appeal Donald Trump would have won. The plaintiffs may have been defrauded, but it wasn't by Donald Trump. While his words may have been ill-chosen, Donald Trump was right to criticize Gonzalo Curiel's decision. <br/><br/>The federal courts need more criticism like Donald Trump gave them. Federal judges have become American aristocracy. They are appointed for life. They sit on thrones dressed in robes and demand to be called ""your honor"".  Any one of the hundreds of them can stop even a president from doing his job. And no one can overrule their decisions except another member of the aristocracy. <br/><br/>That's crazy. Who gave them this awesome power? No one. They took it. ","Después de haber trabajado en los tribunales federales de diversas maneras durante 30 años, debo decir que Donald Trump tenía razón al criticar a Gonzalo Curiel hace casi dos años. <br/> <br/> Las afirmaciones que hicieron los demandantes en el caso de fraude contra Donald Trump (a diferencia de los otros acusados) se basó en ""puffery de ventas"" y era demasiado débil para resistir una moción de desestimación. Donald Trump tenía los únicos bolsillos profundos, por lo que si fuera despedido, los demandantes no habrían obtenido nada. Por eso Gonzalo Curiel no quiso desestimar el caso. <br/> <br/> Si el caso hubiera ido a juicio y apelación, Donald Trump habría ganado. Es posible que los demandantes hayan sido defraudados, pero no fue Donald Trump. Si bien sus palabras pueden haber sido mal elegidas, Donald Trump tuvo razón al criticar la decisión de Gonzalo Curiel. <br/> <br/> Los tribunales federales necesitan más críticas como las que les dio Donald Trump. Los jueces federales se han convertido en la aristocracia estadounidense. Son nombrados de por vida. Se sientan en tronos vestidos con túnicas y exigen ser llamados ""su señoría"". Cualquiera de los cientos de ellos puede impedir que incluso un presidente haga su trabajo. Y nadie puede invalidar sus decisiones excepto otro miembro de la aristocracia. <br/> <br/> Eso es una locura. ¿Quién les dio este asombroso poder? Ninguno. Se lo llevaron.",0.08831168831168831,0.5792207792207793,0.08831168831168831,0.5792207792207793,0.08831168831168831,0.5792207792207793,0.08831168831168831,0.5792207792207793,0.08831168831168831,0.5792207792207793
64,"The definition of a ""good"" or ""bad: judge does not revolve around whether or not they find in your favor.<br/><br/>A good judge is one who knows the law, and applies it without fear or favor to a set of facts presented to them.<br/><br/>I guess that's just too sophisticated and nuanced of an idea for Trump to grasp. ","La definición de un ""bueno"" o ""malo"": el juez no gira en torno a si encuentra o no a su favor. <br/> <br/> Un buen juez es aquel que conoce la ley y la aplica sin temor ni favor. a un conjunto de hechos que se les presentan. <br/> <br/> Supongo que es una idea demasiado sofisticada y matizada para que Trump la comprenda.",0.30000000000000004,0.7166666666666667,0.30000000000000004,0.7166666666666667,0.30000000000000004,0.7166666666666667,0.30000000000000004,0.7166666666666667,0.30000000000000004,0.7166666666666667
65,"The central theme here is Trump's personal and financial interests.  In this case, he is so eager to be ""right,"" that a win, even over a foolish and expensive wall, is more important than his biases.  On the other hand, had he lost, we'd surely have been reminded that Judge Curiel was ""bad,"" etc.  <br/><br/>Mr. Trump behaves like a 2 year old, and I say that with apologies to children.  Nothing matters outside himself.  No one else matters, with the possible exception of his family.  He trusts few outside his family; hence the rampant White House nepotism.  <br/><br/>He has to gloat because his fragile ego is always needy.  But tomorrow he may say something else, just as with his intermittent complaints about Mr. Sessions, one of Trump's earliest supporters.","El tema central aquí son los intereses personales y financieros de Trump. En este caso, está tan ansioso por tener ""razón"", que una victoria, incluso sobre un muro tonto y caro, es más importante que sus prejuicios. Por otro lado, si hubiera perdido, seguramente nos hubieran recordado que el juez Curiel era ""malo"", etc. <br/> <br/> Sr. Trump se comporta como un niño de 2 años, y lo digo con disculpas a los niños. Nada importa fuera de él. Nadie más importa, con la posible excepción de su familia. Confía en pocos fuera de su familia; de ahí el nepotismo desenfrenado de la Casa Blanca. <br/> <br/> Tiene que regodearse porque su frágil ego siempre está necesitado. Pero mañana puede decir algo más, al igual que con sus quejas intermitentes sobre Sessions, uno de los primeros partidarios de Trump.",0.058928571428571455,0.4175705467372134,0.058928571428571455,0.4175705467372134,0.058928571428571455,0.4175705467372134,0.058928571428571455,0.4175705467372134,0.058928571428571455,0.4175705467372134
66,"To say ""Donald Trump Gets a Lesson..."" suggests the man can learn.  Everything he says and does suggests that is not remotely possible.","Decir ""Donald Trump recibe una lección ..."" sugiere que el hombre puede aprender. Todo lo que dice y hace sugiere que no es ni remotamente posible.",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
67,"Put Trump in a room with legislators and it takes only seconds to see that his ignorance is clearly on display the moment of his first utterance. For a man who arrogantly boasts of his deal-making prowess, he is easier to play than a kindergartner. Just flatter Donald and he is putty in your hands. Dare to be a judge of Hispanic descent and he'll turn your ethnic makeup into the reason why you're corrupt and biased. What a fool!","Ponga a Trump en una sala con legisladores y solo tomará unos segundos ver que su ignorancia se muestra claramente en el momento de su primera declaración. Para un hombre que se jacta con arrogancia de su destreza para hacer tratos, es más fácil de jugar que un niño de jardín de infantes. Simplemente adule a Donald y él es masilla en sus manos. Atrévete a ser un juez de ascendencia hispana y él convertirá tu composición étnica en la razón por la que eres corrupto y parcial. ¡Qué tonto!",-0.06874999999999999,0.6791666666666667,-0.06874999999999999,0.6791666666666667,-0.06874999999999999,0.6791666666666667,-0.06874999999999999,0.6791666666666667,-0.06874999999999999,0.6791666666666667
68,"Shorter NYT, again: ""We told you so."" It's doubtful that he cares. Again. ","NYT más corto, de nuevo: ""Te lo dijimos"". Es dudoso que le importe. De nuevo.",-0.8,0.9,-0.8,0.9,-0.8,0.9,-0.8,0.9,-0.8,0.9
69,"Oh yeah. How about Sen. John McCain, AG Jeff Sessions and commentator Mona Charen? They have all been trashed in these pages and now find favor with this newspaper as reasonable people. Look in the mirror today. ","Oh si. ¿Qué tal el senador John McCain, el fiscal general Jeff Sessions y la comentarista Mona Charen? Todos han sido destrozados en estas páginas y ahora encuentran el favor de este periódico como personas razonables. Mírate al espejo hoy.",0.2,0.6,0.2,0.6,0.2,0.6,0.2,0.6,0.2,0.6
70,"Gee, I wonder who Judge Curiel was referring to in his closing statement. Half the time I am disgusted that we have a juvenile for president or someone who never developed character so he never became an adult. The rest of the time I am just disgusted with the horror of a Trump sitting in our oval office.<br/><br/>""By the pricking of my thumb, something wicked this way comes."" The prologue to his 2300 and counting tweets made as 'president'.","Vaya, me pregunto a quién se refería el juez Curiel en su declaración final. La mitad del tiempo me disgusta que tengamos un joven para presidente o alguien que nunca desarrolló su carácter, por lo que nunca se convirtió en un adulto. El resto del tiempo me disgusta el horror de un Trump sentado en nuestra oficina oval. <br/> <br/> ""Con el pinchazo de mi pulgar, algo perverso viene por aquí"". El prólogo a sus 2300 y contando tweets hechos como 'presidente'.",-0.39444444444444443,0.5027777777777778,-0.39444444444444443,0.5027777777777778,-0.39444444444444443,0.5027777777777778,-0.39444444444444443,0.5027777777777778,-0.39444444444444443,0.5027777777777778
71,I find it refreshing that the NYT has finally discovered that the Twitter crowd is full of twits.,Me parece refrescante que el NYT finalmente haya descubierto que la multitud de Twitter está llena de idiotas.,0.2833333333333333,0.85,0.2833333333333333,0.85,0.2833333333333333,0.85,0.2833333333333333,0.85,0.2833333333333333,0.85
72,"Being a terribly flawed, amoral human being is not, unfortunately, a disqualification for being elected President.  We've had other unprincipled egoists in the Oval Office, though none as transparently so as the current occupant.  Just because Trump behaves like the tinpot dictator of a banana republic doesn't mean we have become one.  But the absence of any principled leadership by the Congress---unless you count putting billions more in the pockets of billionaires as principled---is what has sent the country hurtling into plutocracy at home and irrelevance abroad.  The only ray of hope in this sordid mess is the capacity, in some isolated matters where money isn't the sole driver of policy, for less-than-superrich people to have their opinions heard by the politically powerful.  Both #MeToo and the Parkland kids are examples of this.  I only wish there were more.","Ser un ser humano amoral y terriblemente imperfecto no es, lamentablemente, una descalificación para ser elegido presidente. Hemos tenido otros egoístas sin principios en la Oficina Oval, aunque ninguno tan transparente como el actual ocupante. El hecho de que Trump se comporte como el dictador tonto de una república bananera no significa que nos hayamos convertido en uno. Pero la ausencia de un liderazgo de principios por parte del Congreso, a menos que se considere que poner miles de millones más en los bolsillos de los multimillonarios es lo que ha hecho que el país se precipite hacia la plutocracia en el país y la irrelevancia en el extranjero. El único rayo de esperanza en este sórdido lío es la capacidad, en algunos asuntos aislados en los que el dinero no es el único motor de la política, para que las personas menos que superricas hagan oír sus opiniones a los políticamente poderosos. Tanto #MeToo como los niños de Parkland son ejemplos de esto. Ojalá hubiera más.",0.03035714285714286,0.5348214285714286,0.03035714285714286,0.5348214285714286,0.03035714285714286,0.5348214285714286,0.03035714285714286,0.5348214285714286,0.03035714285714286,0.5348214285714286
73,"More Trump bashing ....nice picture ? Get over it , you got 8 years of Trump .","Más ataques contra Trump ... ¿bonita foto? Supéralo, tienes 8 años de Trump.",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
74,Mr. Trump is a racist of the first order.,Trump es un racista de primer orden.,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333
75,Congratulations to the Editorial Board for coming up with “brain squirt”. It has all the repellent descriptive power of the more common flatulent phrase while remaining “fit to print”.,"Felicitaciones a la Junta Editorial por inventar “brain squirt”. Tiene todo el poder descriptivo repelente de la frase flatulenta más común sin dejar de ser ""apto para imprimir"".",-0.07499999999999998,0.6,-0.07499999999999998,0.6,-0.07499999999999998,0.6,-0.07499999999999998,0.6,-0.07499999999999998,0.6
76,Some 400 pound guy in a bathrobe on a bed in DC strikes again.,Un tipo de 400 libras en bata de baño en una cama en DC ataca de nuevo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Editorial Board you have told me nothing new.  It is not news that Trump swings like a pendulum in his name calling.  One minute an individual will be praised and the next minute damned.  Trump's whirling dervish mind spins out contradictions faster than any NYT columnist can keep up with.  My advice is when Trump praises someone immediately draft a story about Trump's criticism of that person.  Then all you have to do is fill in the reason and push the print button when it happens.,"Junta Editorial no me has dicho nada nuevo. No es noticia que Trump se balancee como un péndulo en su insulto. En un minuto se elogiará a un individuo y al minuto siguiente se condenará. La mente derviche de Trump genera contradicciones más rápido de lo que cualquier columnista del NYT puede seguir. Mi consejo es cuando Trump elogia a alguien redacta inmediatamente una historia sobre las críticas de Trump a esa persona. Luego, todo lo que tiene que hacer es completar el motivo y presionar el botón de impresión cuando suceda.",0.04545454545454545,0.28484848484848485,0.04545454545454545,0.28484848484848485,0.04545454545454545,0.28484848484848485,0.04545454545454545,0.28484848484848485,0.04545454545454545,0.28484848484848485
78,"""As 280-character brain-squirts from America’s thumbiest commander in chief go, the one President Trump emitted late Tuesday night appeared harmless enough.""<br/><br/>Three hags I met in a forest told me that Trump would be all thumbs at being President; but, as Macbeth could have told me, I would not understand what they meant until it came to pass.","""Mientras los chorros cerebrales de 280 caracteres del comandante en jefe más pulgar de Estados Unidos van, el que emitió el presidente Trump el martes por la noche parecía bastante inofensivo"". <br/> <br/> Tres brujas que conocí en un bosque me dijeron que Trump sería todos los pulgares para ser presidente; pero, como Macbeth podría haberme dicho, no entendería lo que querían decir hasta que sucediera.",-0.15,0.55,-0.15,0.55,-0.15,0.55,-0.15,0.55,-0.15,0.55
79,"Trump is mentally ill and a sociopath. I cannot imagine why anyone would want to work with or for him, be married to him, be related to him, or vote for him. He's is a big fat nothing in every sense of the word.<br/>I wish the media would stop covering him. Just don't cover him at all and see has fast he brings himself into line. He craves attention and the more he gets it the worse his narcissism becomes. Leave him completely alone. Do not cover him. Ignore him.","Trump es un enfermo mental y un sociópata. No puedo imaginar por qué alguien querría trabajar con él o para él, estar casado con él, estar relacionado con él o votar por él. No es nada en todos los sentidos de la palabra. <br/> Ojalá los medios de comunicación dejaran de cubrirlo. Simplemente no lo cubras en absoluto y verás que rápidamente se pone en línea. Anhela atención y cuanto más la obtiene, peor se vuelve su narcisismo. Déjalo completamente solo. No lo cubras. Ignoralo.",0.01875,0.48125,0.01875,0.48125,0.01875,0.48125,0.01875,0.48125,0.01875,0.48125
80,"I do believe trump is regressing in his behaviors, actions, and comments. I used to believe he acted like a 10 year old, but now he seems to act like a 4 year old. <br/><br/>""You're my friend. You're not my friend.""<br/>""I like you. I hate you.""<br/>""You are very smart. You are so stupid.""<br/><br/>Interesting, his nanny (""Hopey"") just quit, largely because of his behavior.<br/><br/>And I thought that course in developmental psychology was a waste of time. How old will trump be after 2 more years? And how many baby sitters will be required for his around-the-clock care?","Creo que Trump está retrocediendo en sus comportamientos, acciones y comentarios. Solía ​​creer que actuaba como un niño de 10 años, pero ahora parece actuar como un niño de 4 años. <br/> <br/> ""Eres mi amigo. No eres mi amigo"". <br/> ""Me gustas. Te odio"". <br/> ""Eres muy inteligente. Eres tan estúpido. ""<br/> <br/> Interesante, su niñera ("" Hopey "") acaba de renunciar, en gran parte debido a su comportamiento. <br/> <br/> Y pensé que ese curso de psicología del desarrollo era una pérdida de tiempo. . ¿Qué edad tendrá Trump después de 2 años más? ¿Y cuántas niñeras se necesitarán para su cuidado las 24 horas?",-0.0007142857142857118,0.4764285714285714,-0.0007142857142857118,0.4764285714285714,-0.0007142857142857118,0.4764285714285714,-0.0007142857142857118,0.4764285714285714,-0.0007142857142857118,0.4764285714285714
81,The proof is in the Putin',La prueba está en el Putin ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,"Once again, the NYT has it backwards. The Judge got a lesson from Trump- and learned from it.","Una vez más, el NYT lo tiene al revés. El juez recibió una lección de Trump y aprendió de ella.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"With all respect to Judge Curiel, I'm against building a wall but his previous tenure as the Chief of Narcotics  Enforcement Division makes him the expert on the perils of drug smuggling across the border from Mexico.  ","Con todo el respeto al juez Curiel, estoy en contra de construir un muro, pero su mandato anterior como Jefe de la División de Control de Narcóticos lo convierte en el experto en los peligros del contrabando de drogas a través de la frontera con México.",-0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.16666666666666666
84,Trump’s word is as good as Walmart’s gold earring collection: 100% Fake! Next week he’ll have the NRA down to Mar-ugh-Lago for a barbecue and shooting range. Trump doesn’t stand for Trump any longer: there is nothing left of him!,La palabra de Trump es tan buena como la colección de aretes de oro de Walmart: ¡100% falso! La semana que viene hará que la NRA vaya a Mar-ugh-Lago para una barbacoa y un campo de tiro. Trump ya no defiende a Trump: ¡no queda nada de él!,-0.016111111111111125,0.3777777777777778,-0.016111111111111125,0.3777777777777778,-0.016111111111111125,0.3777777777777778,-0.016111111111111125,0.3777777777777778,-0.016111111111111125,0.3777777777777778
85,"""very bad judg"" and ""big legal win"" tweets from Trump re Judge Curiel whom he maligned as only he can for beingf ""happens to be, we believe, Mexican.""  Face it, Trump is the most disgraceful president ever to live in our White Houjse and host visitors in our Oval Office and have 2 other White Houses at his dispolsal in NYC, NJ, and FL. Since when is an ignorant, narcisstic, braggart considered a public servant in our country?  Trump a servant?  NEVER in caps.","Tuits de ""muy mal juicio"" y ""gran victoria legal"" de Trump sobre el juez Curiel, a quien calumnió como sólo él puede por ser ""resulta que es, creemos, mexicano"". Enfréntelo, Trump es el presidente más vergonzoso que jamás haya vivido en nuestro White Houjse y reciba visitantes en nuestra Oficina Oval y tenga otras 2 Casas Blancas en su disolución en Nueva York, Nueva Jersey y Florida. ¿Desde cuándo un fanfarrón ignorante, narciso, fanfarrón es considerado servidor público en nuestro país? ¿Trump un sirviente? NUNCA con mayúsculas.",0.05011363636363639,0.3340277777777778,0.05011363636363639,0.3340277777777778,0.05011363636363639,0.3340277777777778,0.05011363636363639,0.3340277777777778,0.05011363636363639,0.3340277777777778
86,The imbecile-in-chief thinks that everything is about him.  Hopefully any monies going toward the ridiculous wall will be withheld.  With such an excess already going go needless military spending perhaps someone will draw a line.,"El imbécil en jefe piensa que todo se trata de él. Con suerte, se retendrá todo el dinero destinado al ridículo muro. Con tal exceso ya en marcha, habrá un gasto militar innecesario, quizás alguien trazará una línea.",-0.2333333333333333,0.65,-0.2333333333333333,0.65,-0.2333333333333333,0.65,-0.2333333333333333,0.65,-0.2333333333333333,0.65
87,That is a perfect portrayal of an unhinged president.,Esa es una representación perfecta de un presidente desquiciado.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,"The Judge did his job, he issued his ruling to his interpretation of the law not because of his heritage. This is something Trump could never do because he does not understand following the rules, obeying the law. Trump viciously put down the Judge because Trump assumes everyone thinks like him. Filled with prejudice, malice, and revenge, Trump has no capacity for empathy.  With Trump it's always about himself. With his presence, he shames America every day.<br/><br/>DD<br/>Manhattan","El juez hizo su trabajo, emitió su fallo a su interpretación de la ley, no por su herencia. Esto es algo que Trump nunca pudo hacer porque no entiende seguir las reglas, obedecer la ley. Trump denigró brutalmente al juez porque asume que todos piensan como él. Lleno de prejuicios, malicia y venganza, Trump no tiene capacidad para la empatía. Con Trump siempre se trata de sí mismo. Con su presencia, avergüenza a Estados Unidos todos los días. <br/> <br/> DD <br/> Manhattan",-0.1888888888888889,0.5722222222222223,-0.1888888888888889,0.5722222222222223,-0.1888888888888889,0.5722222222222223,-0.1888888888888889,0.5722222222222223,-0.1888888888888889,0.5722222222222223
89,"Trump is a conman.<br/><br/>I never take anything he says seriously.<br/><br/>It is a waste of time to ""analyze"" anything he says.<br/><br/>Watch what he does.","Trump es un estafador. <br/> <br/> Nunca tomo en serio nada de lo que dice. <br/> <br/> Es una pérdida de tiempo ""analizar"" todo lo que dice. <br/> <br / > Mira lo que hace.",-0.2,0.0,-0.2,0.0,-0.2,0.0,-0.2,0.0,-0.2,0.0
90,"First, attributing trump's behavior to his mental maladies is falling for his ploy of concealing his criminal behavior with stupidity. A mistake many in the media are still making.<br/>He is a traitor and criminal. He disrupts the U.S. institutions to aid Putin's group. He does so in exchange for Russian money received since the 90's.<br/>PROSECUTE RUSSIAGATE! ","Primero, atribuir el comportamiento de Trump a sus enfermedades mentales es caer en su estratagema de ocultar su comportamiento criminal con estupidez. Un error que muchos medios de comunicación siguen cometiendo. <br/> Es un traidor y un criminal. Interrumpe las instituciones estadounidenses para ayudar al grupo de Putin. Lo hace a cambio de dinero ruso recibido desde los años 90. <br/> ¡PROCESAR A RUSSIAGATE!",-0.10714285714285714,0.4476190476190477,-0.10714285714285714,0.4476190476190477,-0.10714285714285714,0.4476190476190477,-0.10714285714285714,0.4476190476190477,-0.10714285714285714,0.4476190476190477
