,index,Unnamed: 0,client_msg_id,type,text,ts,team,blocks,bot_id,bot_profile,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,subscribed,reactions,subtype,inviter,edited,attachments,Channel_id,Channel_name,bot_link,purpose,user_hash,datetime,date,time,h,m,s,translations
121,168,168,0c30b271-fb70-4786-a568-a78ed8d3c34f,message,Hay una versión de prueba gratuita,1602773632.006,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'lIS', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hay una versión de prueba gratuita'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-15 11:53:52.006000,2020-10-15,11:53:52.006000,11,53,52,There is a free trial version
122,169,169,130fc3fe-36b8-46e4-a5b9-dd648d33b205,message,"asi que si el administrador puede elegir que el bot no se una al canal donde quiere compartir información sensible de la empresa, como fórmulas y esas cosas",1602773619.0058,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'ym4Br', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'asi que si el administrador puede elegir que el bot no se una al canal donde quiere compartir información sensible de la empresa, como fórmulas y esas cosas'}]}]}]",,,,,,1602773619.0058,1.0,1.0,1602773718.0065,['U01B5AQPV39'],False,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-15 11:53:39.005800,2020-10-15,11:53:39.005800,11,53,39,"so if the administrator can choose that the bot does not join the channel where he wants to share sensitive company information, such as formulas and stuff"
123,170,170,75fcfbf7-02d4-404c-b950-91740fc2647f,message,"De todos modos me parece que funciona igual que los bots que veníamos viendo.... paa que exporte, tiene que ser agregado al canal... ya sea publico o privado",1602773564.0049,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'TgxW4', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'De todos modos me parece que funciona igual que los bots que veníamos viendo.... paa que exporte, tiene que ser agregado al canal... ya sea publico o privado'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-15 11:52:44.004900,2020-10-15,11:52:44.004900,11,52,44,"Anyway, it seems to me that it works the same as the bots that we have been seeing ... in order for it to export, it has to be added to the channel ... either public or private"
124,172,172,18249cbd-362c-4c74-bbcd-a0300fd4b404,message,¿Pagando por empresas que nos conectemos o anual X empresas?,1602773209.0038,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'U+DvX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '¿Pagando por empresas que nos conectemos o anual X empresas?'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-15 11:46:49.003800,2020-10-15,11:46:49.003800,11,46,49,Paying for companies that we connect or annually X companies?
125,177,177,d1b87d64-d609-405b-b7d1-25ca55cbb28d,message,Buenas ! esta es otra App como la que les pasé ayer de Flatly....,1602772984.0005,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '=b4x', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Buenas ! esta es otra App como la que les pasé ayer de Flatly....'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-15 11:43:04.000500,2020-10-15,11:43:04.000500,11,43,4,Good ! This is another App like the one I gave you yesterday from Flatly ....
126,178,178,09b561f9-2c26-4d77-b25e-42c89a54f0ab,message,:hugging_face:,1602703150.0136,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'uY2', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'hugging_face'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 16:19:10.013600,2020-10-14,16:19:10.013600,16,19,10,: hugging_face:
127,179,179,aeb09185-cf19-4f21-affc-439da884f8b9,message,Muy bueno Vero!,1602703136.0134,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'bqQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Muy bueno Vero!'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-14 16:18:56.013400,2020-10-14,16:18:56.013400,16,18,56,Very good Vero!
128,180,180,D73B1127-1557-4E31-88EE-51329490D360,message,Cool,1602703126.0131,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '6kVGH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Cool'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 16:18:46.013100,2020-10-14,16:18:46.013100,16,18,46,Cool
129,182,182,722093f8-c7f3-4e41-aefc-338ca7f075c9,message,"Esta nota la habia enocntrado hace unos días... no es un tutorial, pero si  presenta un listado de ideas de datos que se pueden extraer de slack con los bots. no son conversaciones pero también nos pueden ser de utilidad extraer estos parámetros, como para darle un contexto a las conversaciones",1602703108.0126,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'm9J7g', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Esta nota la habia enocntrado hace unos días... no es un tutorial, pero si  presenta un listado de ideas de datos que se pueden extraer de slack con los bots. no son conversaciones pero también nos pueden ser de utilidad extraer estos parámetros, como para darle un contexto a las conversaciones'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 16:18:28.012600,2020-10-14,16:18:28.012600,16,18,28,"I had found this note a few days ago ... it is not a tutorial, but it does present a list of data ideas that can be extracted from slack with bots. They are not conversations but it can also be useful to extract these parameters, as to give context to the conversations"
130,184,184,e2c2aff6-6077-4900-a4a8-1d21e0cfff89,message,les paso el blog de ellos,1602702699.0108,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'c42D+', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'les paso el blog de ellos'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 16:11:39.010800,2020-10-14,16:11:39.010800,16,11,39,I give them their blog
131,185,185,3a75a320-7c3d-43dd-9210-a4ef5c382e76,message,ahhh si,1602702663.0106,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '3rTc0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ahhh si'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 16:11:03.010600,2020-10-14,16:11:03.010600,16,11,3,Ahhh yes
132,186,186,879D6482-949A-4E20-9C43-159F9F3CEA8F,message,Jobs files ...,1602702532.0103,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'QK=yf', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Jobs files ...'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 16:08:52.010300,2020-10-14,16:08:52.010300,16,8,52,Jobs files ...
133,187,187,65D2A54B-1711-4BF2-BE86-D425D85E3122,message,Igual habría que ver como definen los limites ,1602702505.0098,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'wh0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Igual habría que ver como definen los limites '}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 16:08:25.009800,2020-10-14,16:08:25.009800,16,8,25,The same would have to see how they define the limits
134,188,188,000f397d-cf9f-4f00-ba95-6cbec479a396,message,si no es para hipertensos la cosa jajaja,1602702466.0092,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'SafhI', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'si no es para hipertensos la cosa jajaja'}]}]}]",,,,,,,,,,,,"[{'name': 'joy', 'users': ['U01BYMTTXCH'], 'count': 1}]",,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 16:07:46.009200,2020-10-14,16:07:46.009200,16,7,46,if it is not for hypertensive the thing hahaha
135,189,189,772B6809-99BF-4815-A868-028D36776ECD,message,Pero es salado si o,1602702453.0089,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '++v', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Pero es salado si o'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 16:07:33.008900,2020-10-14,16:07:33.008900,16,7,33,But it is salty yes or
136,190,190,888714D9-DD7F-4AB4-BD90-FA8371725B82,message,Sis is,1602702448.0087,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '5JEW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Sis is'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 16:07:28.008700,2020-10-14,16:07:28.008700,16,7,28,Sis is
137,191,191,3302100c-0afd-4755-ac81-0814d66b9832,message,mas abajo está para acceder a un periodo gratuito de prueba.... ellos extraen la info y te la dan en formatos planos como excel,1602702435.0085,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'kB=3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'mas abajo está para acceder a un periodo gratuito de prueba.... ellos extraen la info y te la dan en formatos planos como excel'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 16:07:15.008500,2020-10-14,16:07:15.008500,16,7,15,Below is to access a free trial period ... they extract the info and give it to you in flat formats such as excel
138,193,193,4BBB822F-F11A-4F99-BB34-0EBF38B2B86F,message,Myer briggs esta buenísimo ,1602699626.0075,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'hIdx', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Myer briggs esta buenísimo '}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 15:20:26.007500,2020-10-14,15:20:26.007500,15,20,26,Myer briggs is great
139,194,194,723A3B02-E0F2-4709-B62A-A4241AB497A6,message,Aho regreso,1602699604.007,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'oDQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Aho regreso'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 15:20:04.007000,2020-10-14,15:20:04.007000,15,20,4,Aho return
140,195,195,D2FDD17F-3097-4CA4-A19C-17330DFB2CAD,message,Se me murio el ipad,1602699601.0068,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '974JJ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Se me murio el ipad'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 15:20:01.006800,2020-10-14,15:20:01.006800,15,20,1,My ipad died
141,196,196,7432A357-73A6-4419-849F-80271690BED7,message,Lindo,1602699594.0065,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '37U', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Lindo'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-14 15:19:54.006500,2020-10-14,15:19:54.006500,15,19,54,Cute
142,199,199,,message,en esa opcion se agrega el bot al canal,1602698088.0054,,"[{'type': 'rich_text', 'block_id': 'M1=', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'en esa opcion se agrega el bot al canal'}]}]}]",,,"[{'id': 'F01CZ8M1681', 'created': 1602698078, 'timestamp': 1602698078, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01BS8YKHS8', 'editable': False, 'size': 57248, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01BYMK9H7B-F01CZ8M1681/image.png', 'url_private_download': 'https://files.slack.com/files-pri/T01BYMK9H7B-F01CZ8M1681/download/image.png', 'thumb_64': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_64.png', 'thumb_80': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_80.png', 'thumb_360': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_360.png', 'thumb_360_w': 360, 'thumb_360_h': 152, 'thumb_480': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_480.png', 'thumb_480_w': 480, 'thumb_480_h': 203, 'thumb_160': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_160.png', 'thumb_720': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_720.png', 'thumb_720_w': 720, 'thumb_720_h': 305, 'thumb_800': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_800.png', 'thumb_800_w': 800, 'thumb_800_h': 339, 'thumb_960': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_960.png', 'thumb_960_w': 960, 'thumb_960_h': 406, 'thumb_1024': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CZ8M1681-096fbaf70a/image_1024.png', 'thumb_1024_w': 1024, 'thumb_1024_h': 433, 'original_w': 1056, 'original_h': 447, 'thumb_tiny': 'AwAUADDRO6j5v8ihic8fzpAW9vxNAC89xS7R6UZHqKWgBNopQAKKKACiiigApCcUtNbtQABjmnUwdRT6AP/Z', 'permalink': 'https://teampulseespacio.slack.com/files/U01BS8YKHS8/F01CZ8M1681/image.png', 'permalink_public': 'https://slack-files.com/T01BYMK9H7B-F01CZ8M1681-99ba4ae7ae', 'is_starred': False, 'has_rich_preview': False}]",False,False,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 14:54:48.005400,2020-10-14,14:54:48.005400,14,54,48,in that option the bot is added to the channel
143,200,200,2cb0a4fd-c1f0-4004-b393-286e08f131ca,message,Para la sala+,1602696864.0051,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'Atj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Para la sala+'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 14:34:24.005100,2020-10-14,14:34:24.005100,14,34,24,For the room +
144,201,201,0e111177-14f7-46ec-980a-f63f1d08309d,message,<http://bit.ly/TeamPulse1>,1602696862.0049,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'nmE0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'http://bit.ly/TeamPulse1'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 14:34:22.004900,2020-10-14,14:34:22.004900,14,34,22,<http://bit.ly/TeamPulse1>
145,203,203,,message,Panel 2 de ISDI-TECH,1602696214.0039,,"[{'type': 'rich_text', 'block_id': 'DNV', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Panel 2 de ISDI-TECH'}]}]}]",,,"[{'id': 'F01CLP3JZ0T', 'created': 1602696204, 'timestamp': 1602696204, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01BS8YKHS8', 'editable': False, 'size': 176067, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01BYMK9H7B-F01CLP3JZ0T/image.png', 'url_private_download': 'https://files.slack.com/files-pri/T01BYMK9H7B-F01CLP3JZ0T/download/image.png', 'thumb_64': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_64.png', 'thumb_80': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_80.png', 'thumb_360': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_360.png', 'thumb_360_w': 360, 'thumb_360_h': 230, 'thumb_480': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_480.png', 'thumb_480_w': 480, 'thumb_480_h': 306, 'thumb_160': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_160.png', 'thumb_720': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_720.png', 'thumb_720_w': 720, 'thumb_720_h': 459, 'thumb_800': 'https://files.slack.com/files-tmb/T01BYMK9H7B-F01CLP3JZ0T-1831375912/image_800.png', 'thumb_800_w': 800, 'thumb_800_h': 511, 'original_w': 865, 'original_h': 552, 'thumb_tiny': 'AwAeADDQDL/eNG5f7xpu1c5J/SnYT0oHYfSHpSKAOgIp3egRChy+PMY/1qao13+YcgU/NAC0UUUAFHrRTRu3dRigCJNnmH5zTo9u84JNPCkMTxSKpBzx+FAH/9k=', 'permalink': 'https://teampulseespacio.slack.com/files/U01BS8YKHS8/F01CLP3JZ0T/image.png', 'permalink_public': 'https://slack-files.com/T01BYMK9H7B-F01CLP3JZ0T-e6b8df98fb', 'is_starred': False, 'has_rich_preview': False}]",False,False,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 14:23:34.003900,2020-10-14,14:23:34.003900,14,23,34,ISDI-TECH Panel 2
146,204,204,39a4f26b-da8b-485f-be13-6849477a2710,message,Entrando,1602695466.0036,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'dVrqT', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Entrando'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-14 14:11:06.003600,2020-10-14,14:11:06.003600,14,11,6,Entering
147,205,205,53cfcb72-ce3d-4714-a396-c4a7c0f346b1,message,El ponente de hoy,1602695197.0034,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'FL0X', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'El ponente de hoy'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 14:06:37.003400,2020-10-14,14:06:37.003400,14,6,37,Today's speaker
148,206,206,3c5afb48-a5fe-44ea-93c7-a02dce89077d,message,Computer Science :+1:,1602695188.0032,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '4oj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Computer Science '}, {'type': 'emoji', 'name': '+1'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 14:06:28.003200,2020-10-14,14:06:28.003200,14,6,28,Computer Science: +1:
149,207,207,7cc7702b-e3d0-4168-861e-bfa478aefa42,message,Oka,1602689240.0027,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'vDq/O', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Oka'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-14 12:27:20.002700,2020-10-14,12:27:20.002700,12,27,20,Oka
150,208,208,4d31978b-7ef9-48d0-841a-4442bc5648e8,message,"Así es. No hace falta que estén toda, puede ser los primero 30 min y la última hora",1602688998.0025,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'beix', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Así es. No hace falta que estén toda, puede ser los primero 30 min y la última hora'}]}]}]",,,,,,,,,,,,"[{'name': '+1', 'users': ['U01BS8YKHS8'], 'count': 1}]",,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 12:23:18.002500,2020-10-14,12:23:18.002500,12,23,18,"So is. They do not have to be all there, it can be the first 30 min and the last hour"
151,209,209,ba2e8b7f-10cf-46c9-9d57-d170b7a86193,message,es a las 14.00?,1602688951.0018,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'USx0W', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'es a las 14.00?'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-14 12:22:31.001800,2020-10-14,12:22:31.001800,12,22,31,is it at 2:00 p.m.
152,210,210,72f5509a-e09d-43d2-8684-1d3555a63722,message,Gracias,1602688947.0017,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'IDhG', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Gracias'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 12:22:27.001700,2020-10-14,12:22:27.001700,12,22,27,Thank you
153,211,211,d8bae2e9-7f44-4b42-b0f5-36ccc8897bab,message,"Les comparto el enlace
*<http://bit.ly/ISDIStart2020>*",1602688907.0014,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'YjEU/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Les comparto el enlace\n'}, {'type': 'link', 'url': 'http://bit.ly/ISDIStart2020', 'style': {'bold': True}}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 12:21:47.001400,2020-10-14,12:21:47.001400,12,21,47,"I share the link
* <http://bit.ly/ISDIStart2020> *"
154,212,212,9a230a9a-77ae-45c7-81e8-b21a5dffa9ff,message,Si pueden estar sería lo ideal.,1602688850.0009,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'kXw', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Si pueden estar sería lo ideal.'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 12:20:50.000900,2020-10-14,12:20:50.000900,12,20,50,"If they can be, it would be ideal."
155,213,213,26da4be2-96bd-4b89-ba00-68da62c4b2bf,message,Hola. Han cambiado la sesión de hoy y será de *Tech.* ,1602688808.0006,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'IwsEq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hola. Han cambiado la sesión de hoy y será de '}, {'type': 'text', 'text': 'Tech. ', 'style': {'bold': True}}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-14 12:20:08.000600,2020-10-14,12:20:08.000600,12,20,8,Hi. Today's session has changed and it will be from * Tech. *
156,214,214,5241a78a-a32a-4f9f-87e7-bd7ca6f23a10,message,toca el liink que dice tempulse que compartieron en el chat,1602611186.0108,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'I=BuZ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'toca el liink que dice tempulse que compartieron en el chat'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-13 14:46:26.010800,2020-10-13,14:46:26.010800,14,46,26,touch the liink that says tempulse that they shared in the chat
157,215,215,413faa32-ed74-4148-9020-c39ed8950ceb,message,No te redirecciona,1602611178.0106,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '/WF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'No te redirecciona'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-13 14:46:18.010600,2020-10-13,14:46:18.010600,14,46,18,It does not redirect you
158,216,216,094be4b8-7df0-4c22-ac40-4550964a382d,message,<http://bit.ly/TeamPulse1|bit.ly/TeamPulse1>,1602611174.0103,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'cx/0O', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'http://bit.ly/TeamPulse1', 'text': 'bit.ly/TeamPulse1'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,9de0eab41d06af99a9db556b51b6585d,2020-10-13 14:46:14.010300,2020-10-13,14:46:14.010300,14,46,14,<http://bit.ly/TeamPulse1|bit.ly/TeamPulse1>
159,217,217,6d848c21-fcfe-4ebe-baec-2c422a4803e5,message,?,1602611165.01,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'B1JGH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '?'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-13 14:46:05.010000,2020-10-13,14:46:05.010000,14,46,5,?
160,218,218,4d30c9b4-7f03-46ac-b05b-64c240252131,message,Como hago para ir a la sala,1602611161.0097,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'FnuyB', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Como hago para ir a la sala'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-13 14:46:01.009700,2020-10-13,14:46:01.009700,14,46,1,How do I go to the living room
161,219,219,45125ad8-f904-49e1-bab2-8c132b9dd1d4,message,van a la sala?,1602611051.0095,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'HA=BL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'van a la sala?'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,dc71163e5963271a52952b547d9b3757,2020-10-13 14:44:11.009500,2020-10-13,14:44:11.009500,14,44,11,go to the living room?
162,220,220,CF7D0203-83DA-43DD-8CA3-19957BAB13D1,message,🥳,1602610359.0092,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'tmPf', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '🥳'}]}]}]",,,,,,,,,,,,,,,,,C01C9U9CJ3S,dailys,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-13 14:32:39.009200,2020-10-13,14:32:39.009200,14,32,39,🥳
